split,source_line,file_name,annotation_index,class,original_bbox_xywh,cleaned_bbox_xywh,status,image_width,image_height,original_area,cleaned_area
valid,233,Contact_193_sslo_png_jpg.rf.3ce0edaffa1bb6512ca6a8ac1e1dd0c3.jpg,1,Crab-Pot,"[313,312,23.5,13.5]","[313,312,23.5,13.5]",unchanged,640,640,317.25,317.25
valid,234,Contact_540_sslo_png_jpg.rf.f78cede58a59965d9fbd6c897b6a7584.jpg,0,Crab-Pot,"[76,428,22.5,19.5]","[76,428,22.5,19.5]",unchanged,640,640,438.75,438.75
valid,234,Contact_540_sslo_png_jpg.rf.f78cede58a59965d9fbd6c897b6a7584.jpg,1,Crab-Pot,"[309,309,26.5,19]","[309,309,26.5,19]",unchanged,640,640,503.5,503.5
valid,234,Contact_540_sslo_png_jpg.rf.f78cede58a59965d9fbd6c897b6a7584.jpg,2,Crab-Pot,"[65,312,26.5,18]","[65,312,26.5,18]",unchanged,640,640,477,477.0
valid,234,Contact_540_sslo_png_jpg.rf.f78cede58a59965d9fbd6c897b6a7584.jpg,3,Crab-Pot,"[121,233,24,17]","[121,233,24,17]",unchanged,640,640,408,408.0
valid,235,Contact_41_sslo_png_jpg.rf.29f1e558399eea4d1c6e4163bc5dd3dc.jpg,0,Crab-Pot,"[528,28,14,11.5]","[528,28,14,11.5]",unchanged,640,640,161,161.0
valid,235,Contact_41_sslo_png_jpg.rf.29f1e558399eea4d1c6e4163bc5dd3dc.jpg,1,Crab-Pot,"[348,374,12,9]","[348,374,12,9]",unchanged,640,640,108,108.0
valid,235,Contact_41_sslo_png_jpg.rf.29f1e558399eea4d1c6e4163bc5dd3dc.jpg,2,Crab-Pot,"[314,317,11.5,7.5]","[314,317,11.5,7.5]",unchanged,640,640,86.25,86.25
valid,236,Contact_391_sslo_png_jpg.rf.909c562b4cdade22d0fe6937bda842e0.jpg,0,Crab-Pot,"[308,515,25,21]","[308,515,25,21]",unchanged,640,640,525,525.0
valid,236,Contact_391_sslo_png_jpg.rf.909c562b4cdade22d0fe6937bda842e0.jpg,1,Crab-Pot,"[307,310,21,20.5]","[307,310,21,20.5]",unchanged,640,640,430.5,430.5
valid,237,Contact_384_sslo_png_jpg.rf.91142df6b5516701a798d490f9288d9a.jpg,0,Crab-Pot,"[307,305,22.5,18.5]","[307,305,22.5,18.5]",unchanged,640,640,416.25,416.25
valid,238,Contact_201_sslo_png_jpg.rf.2f436943052fbc2b8b564da0a121c7d2.jpg,0,Crab-Pot,"[311,319,23,11]","[311,319,23,11]",unchanged,640,640,253,253.0
valid,239,Contact_291_sslo_png_jpg.rf.444cc482b05aca6b10534e070786fd74.jpg,0,Crab-Pot,"[340,2,31,27]","[340,2,31,27]",unchanged,640,640,837,837.0
valid,239,Contact_291_sslo_png_jpg.rf.444cc482b05aca6b10534e070786fd74.jpg,1,Crab-Pot,"[310,311,20.5,15]","[310,311,20.5,15]",unchanged,640,640,307.5,307.5
valid,240,Contact_413_sslo_png_jpg.rf.6fbc0016c8c1d8d044ccaf11fa5d14fc.jpg,0,Crab-Pot,"[303,302,31,35]","[303,302,31,35]",unchanged,640,640,1085,1085.0
valid,242,Contact_509_sslo_png_jpg.rf.65172990c24cbc3f488b1d63a5582aa5.jpg,0,Crab-Pot,"[245,151,25,22.5]","[245,151,25,22.5]",unchanged,640,640,562.5,562.5
valid,242,Contact_509_sslo_png_jpg.rf.65172990c24cbc3f488b1d63a5582aa5.jpg,1,Crab-Pot,"[467,590,22.5,19.5]","[467,590,22.5,19.5]",unchanged,640,640,438.75,438.75
valid,242,Contact_509_sslo_png_jpg.rf.65172990c24cbc3f488b1d63a5582aa5.jpg,2,Crab-Pot,"[306,311,27,19.5]","[306,311,27,19.5]",unchanged,640,640,526.5,526.5
valid,243,Contact_59_sslo_png_jpg.rf.146390cd5fcb20f43266d40afd6f42ad.jpg,0,Crab-Pot,"[569,557,24,16]","[569,557,24,16]",unchanged,640,640,384,384.0
valid,243,Contact_59_sslo_png_jpg.rf.146390cd5fcb20f43266d40afd6f42ad.jpg,1,Crab-Pot,"[416,585,27.5,22]","[416,585,27.5,22]",unchanged,640,640,605,605.0
valid,243,Contact_59_sslo_png_jpg.rf.146390cd5fcb20f43266d40afd6f42ad.jpg,2,Crab-Pot,"[448,555,24,18]","[448,555,24,18]",unchanged,640,640,432,432.0
valid,243,Contact_59_sslo_png_jpg.rf.146390cd5fcb20f43266d40afd6f42ad.jpg,3,Crab-Pot,"[410,381,12.5,8.5]","[410,381,12.5,8.5]",unchanged,640,640,106.25,106.25
valid,243,Contact_59_sslo_png_jpg.rf.146390cd5fcb20f43266d40afd6f42ad.jpg,4,Crab-Pot,"[244,343,17.5,10.5]","[244,343,17.5,10.5]",unchanged,640,640,183.75,183.75
valid,243,Contact_59_sslo_png_jpg.rf.146390cd5fcb20f43266d40afd6f42ad.jpg,5,Crab-Pot,"[312,315,19,12]","[312,315,19,12]",unchanged,640,640,228,228.0
valid,243,Contact_59_sslo_png_jpg.rf.146390cd5fcb20f43266d40afd6f42ad.jpg,6,Crab-Pot,"[360,126,12,11.5]","[360,126,12,11.5]",unchanged,640,640,138,138.0
valid,243,Contact_59_sslo_png_jpg.rf.146390cd5fcb20f43266d40afd6f42ad.jpg,7,Crab-Pot,"[439,83,17.5,8]","[439,83,17.5,8]",unchanged,640,640,140,140.0
valid,243,Contact_59_sslo_png_jpg.rf.146390cd5fcb20f43266d40afd6f42ad.jpg,8,Crab-Pot,"[458,45,15,10]","[458,45,15,10]",unchanged,640,640,150,150.0
valid,245,Contact_381_sslo_png_jpg.rf.9fa1c4719e396cd58cf6778aba025688.jpg,0,Crab-Pot,"[306,308,23,25.5]","[306,308,23,25.5]",unchanged,640,640,586.5,586.5
valid,246,Contact_211_sslo_png_jpg.rf.e8ff5c0c146624222258d41e3554cb66.jpg,0,Crab-Pot,"[253,26,35,26]","[253,26,35,26]",unchanged,640,640,910,910.0
valid,246,Contact_211_sslo_png_jpg.rf.e8ff5c0c146624222258d41e3554cb66.jpg,1,Crab-Pot,"[459,67,20.5,14.5]","[459,67,20.5,14.5]",unchanged,640,640,297.25,297.25
valid,246,Contact_211_sslo_png_jpg.rf.e8ff5c0c146624222258d41e3554cb66.jpg,2,Crab-Pot,"[390,419,35,22.5]","[390,419,35,22.5]",unchanged,640,640,787.5,787.5
valid,246,Contact_211_sslo_png_jpg.rf.e8ff5c0c146624222258d41e3554cb66.jpg,3,Crab-Pot,"[306,305,26.5,20.5]","[306,305,26.5,20.5]",unchanged,640,640,543.25,543.25
valid,247,Contact_108_sslo_png_jpg.rf.5358024cba9d3098fcb53c2c139429b1.jpg,0,Crab-Pot,"[253,629,19.5,11]","[253,629,19.5,11]",unchanged,640,640,214.5,214.5
valid,247,Contact_108_sslo_png_jpg.rf.5358024cba9d3098fcb53c2c139429b1.jpg,1,Crab-Pot,"[372,143,11,10.5]","[372,143,11,10.5]",unchanged,640,640,115.5,115.5
valid,248,Contact_552_sslo_png_jpg.rf.a5f4b4d570abcdaf3cd7a15f548a8d5e.jpg,0,Crab-Pot,"[585,17,15,16]","[585,17,15,16]",unchanged,640,640,240,240.0
valid,248,Contact_552_sslo_png_jpg.rf.a5f4b4d570abcdaf3cd7a15f548a8d5e.jpg,1,Crab-Pot,"[444,419,24,17.5]","[444,419,24,17.5]",unchanged,640,640,420,420.0
valid,248,Contact_552_sslo_png_jpg.rf.a5f4b4d570abcdaf3cd7a15f548a8d5e.jpg,2,Crab-Pot,"[399,387,15,13]","[399,387,15,13]",unchanged,640,640,195,195.0
valid,248,Contact_552_sslo_png_jpg.rf.a5f4b4d570abcdaf3cd7a15f548a8d5e.jpg,3,Crab-Pot,"[306,311,17.5,13.5]","[306,311,17.5,13.5]",unchanged,640,640,236.25,236.25
valid,249,Contact_494_sslo_png_jpg.rf.050b1475b24aa9aa1b39e5ef1c59b808.jpg,0,Crab-Pot,"[491,82,29,23.5]","[491,82,29,23.5]",unchanged,640,640,681.5,681.5
valid,249,Contact_494_sslo_png_jpg.rf.050b1475b24aa9aa1b39e5ef1c59b808.jpg,1,Crab-Pot,"[305,306,28,27.5]","[305,306,28,27.5]",unchanged,640,640,770,770.0
valid,250,Contact_117_sslo_png_jpg.rf.94b35549ced0905e0968730f4e9ea858.jpg,0,Crab-Pot,"[352,614,15.5,8]","[352,614,15.5,8]",unchanged,640,640,124,124.0
valid,250,Contact_117_sslo_png_jpg.rf.94b35549ced0905e0968730f4e9ea858.jpg,1,Crab-Pot,"[311,315,15,9.5]","[311,315,15,9.5]",unchanged,640,640,142.5,142.5
valid,250,Contact_117_sslo_png_jpg.rf.94b35549ced0905e0968730f4e9ea858.jpg,2,Crab-Pot,"[542,44,11.5,8.5]","[542,44,11.5,8.5]",unchanged,640,640,97.75,97.75
valid,250,Contact_117_sslo_png_jpg.rf.94b35549ced0905e0968730f4e9ea858.jpg,3,Crab-Pot,"[372,9,12,12.5]","[372,9,12,12.5]",unchanged,640,640,150,150.0
valid,251,Contact_57_sslo_png_jpg.rf.7e70af212899e731488627d2f1dd2abc.jpg,0,Crab-Pot,"[211,494,15,7.5]","[211,494,15,7.5]",unchanged,640,640,112.5,112.5
valid,251,Contact_57_sslo_png_jpg.rf.7e70af212899e731488627d2f1dd2abc.jpg,1,Crab-Pot,"[308,316,16.5,10.5]","[308,316,16.5,10.5]",unchanged,640,640,173.25,173.25
valid,251,Contact_57_sslo_png_jpg.rf.7e70af212899e731488627d2f1dd2abc.jpg,2,Crab-Pot,"[64,526,15,9]","[64,526,15,9]",unchanged,640,640,135,135.0
valid,251,Contact_57_sslo_png_jpg.rf.7e70af212899e731488627d2f1dd2abc.jpg,3,Crab-Pot,"[92,493,14.5,9.5]","[92,493,14.5,9.5]",unchanged,640,640,137.75,137.75
valid,251,Contact_57_sslo_png_jpg.rf.7e70af212899e731488627d2f1dd2abc.jpg,4,Crab-Pot,"[47,315,12,8]","[47,315,12,8]",unchanged,640,640,96,96.0
valid,251,Contact_57_sslo_png_jpg.rf.7e70af212899e731488627d2f1dd2abc.jpg,5,Crab-Pot,"[77,16,16,7.5]","[77,16,16,7.5]",unchanged,640,640,120,120.0
valid,252,Contact_572_sslo_png_jpg.rf.b0c6983e8e6c9d77f22758f162ea0c48.jpg,0,Crab-Pot,"[296,629,27,8.5]","[296,629,27,8.5]",unchanged,640,640,229.5,229.5
valid,252,Contact_572_sslo_png_jpg.rf.b0c6983e8e6c9d77f22758f162ea0c48.jpg,1,Crab-Pot,"[503,114,24,21]","[503,114,24,21]",unchanged,640,640,504,504.0
valid,252,Contact_572_sslo_png_jpg.rf.b0c6983e8e6c9d77f22758f162ea0c48.jpg,2,Crab-Pot,"[303,308,25.5,19.5]","[303,308,25.5,19.5]",unchanged,640,640,497.25,497.25
valid,253,Contact_561_sslo_png_jpg.rf.0baacb9bb0355ad3a5463a737e5421d7.jpg,0,Crab-Pot,"[411,543,23,24]","[411,543,23,24]",unchanged,640,640,552,552.0
valid,253,Contact_561_sslo_png_jpg.rf.0baacb9bb0355ad3a5463a737e5421d7.jpg,1,Crab-Pot,"[309,307,27.5,25]","[309,307,27.5,25]",unchanged,640,640,687.5,687.5
valid,254,Contact_582_sslo_png_jpg.rf.de2e3cb07b9abb1318dbafadf4dc6d7b.jpg,0,Crab-Pot,"[311,313,21.5,18]","[311,313,21.5,18]",unchanged,640,640,387,387.0
valid,254,Contact_582_sslo_png_jpg.rf.de2e3cb07b9abb1318dbafadf4dc6d7b.jpg,1,Crab-Pot,"[527,61,28,19.5]","[527,61,28,19.5]",unchanged,640,640,546,546.0
valid,255,Contact_432_sslo_png_jpg.rf.262d749cc5ac91549aae0213ede71841.jpg,0,Crab-Pot,"[311,309,20.5,23]","[311,309,20.5,23]",unchanged,640,640,471.5,471.5
valid,256,Contact_312_sslo_png_jpg.rf.ad1fba285d4ccab7c26f2d35fc19e097.jpg,0,Crab-Pot,"[310,313,22.5,16]","[310,313,22.5,16]",unchanged,640,640,360,360.0
valid,257,Contact_559_sslo_png_jpg.rf.45c306e0a9a380bcb915d55519835a1c.jpg,0,Crab-Pot,"[311,314,20,14.5]","[311,314,20,14.5]",unchanged,640,640,290,290.0
valid,258,Contact_472_sslo_png_jpg.rf.c9c5980815f5bf70c19457f6b4d9d476.jpg,0,Crab-Pot,"[305,310,26.5,22.5]","[305,310,26.5,22.5]",unchanged,640,640,596.25,596.25
valid,259,Contact_309_sslo_png_jpg.rf.92a3ffc5bd0fdf6034a01ce0fa788796.jpg,0,Crab-Pot,"[315,458,23,16]","[315,458,23,16]",unchanged,640,640,368,368.0
valid,259,Contact_309_sslo_png_jpg.rf.92a3ffc5bd0fdf6034a01ce0fa788796.jpg,1,Crab-Pot,"[310,311,23,18]","[310,311,23,18]",unchanged,640,640,414,414.0
valid,260,Contact_78_sslo_png_jpg.rf.982617a103951ccb3d58a70e6edddb3d.jpg,0,Crab-Pot,"[354,464,15.5,9]","[354,464,15.5,9]",unchanged,640,640,139.5,139.5
valid,260,Contact_78_sslo_png_jpg.rf.982617a103951ccb3d58a70e6edddb3d.jpg,1,Crab-Pot,"[313,313,15,15]","[313,313,15,15]",unchanged,640,640,225,225.0
valid,261,Contact_459_sslo_png_jpg.rf.a215780f9bcd75f42fecb7b8cbf8c1dd.jpg,0,Crab-Pot,"[310,306,24,26]","[310,306,24,26]",unchanged,640,640,624,624.0
valid,262,Contact_18_sslo_png_jpg.rf.de9e499bda6f28f97ffb2c32a0f329e4.jpg,0,Crab-Pot,"[243,599,8.5,10.5]","[243,599,8.5,10.5]",unchanged,640,640,89.25,89.25
valid,263,Contact_480_sslo_png_jpg.rf.ce16cc842bc523605131af0cae8675b1.jpg,0,Crab-Pot,"[308,313,23.5,18]","[308,313,23.5,18]",unchanged,640,640,423,423.0
valid,264,Contact_215_sslo_png_jpg.rf.e731011408be04dbc30ad65f45a3ae26.jpg,0,Crab-Pot,"[424,612,22,16]","[424,612,22,16]",unchanged,640,640,352,352.0
valid,264,Contact_215_sslo_png_jpg.rf.e731011408be04dbc30ad65f45a3ae26.jpg,1,Crab-Pot,"[281,3,31.5,18]","[281,3,31.5,18]",unchanged,640,640,567,567.0
valid,264,Contact_215_sslo_png_jpg.rf.e731011408be04dbc30ad65f45a3ae26.jpg,2,Crab-Pot,"[157,119,22.5,19]","[157,119,22.5,19]",unchanged,640,640,427.5,427.5
valid,264,Contact_215_sslo_png_jpg.rf.e731011408be04dbc30ad65f45a3ae26.jpg,3,Crab-Pot,"[118,282,25,18]","[118,282,25,18]",unchanged,640,640,450,450.0
valid,265,Contact_268_sslo_png_jpg.rf.573ca04609842c16ee62e4d14253a6ab.jpg,0,Crab-Pot,"[314,315,28.5,22]","[314,315,28.5,22]",unchanged,640,640,627,627.0
valid,266,Contact_510_sslo_png_jpg.rf.c504a878045e7a44eae7b28616d5fbe8.jpg,0,Crab-Pot,"[298,311,28,25]","[298,311,28,25]",unchanged,640,640,700,700.0
valid,267,Contact_129_sslo_png_jpg.rf.da789eea96d6024848fa86c872748412.jpg,0,Crab-Pot,"[451,322,15.5,8.5]","[451,322,15.5,8.5]",unchanged,640,640,131.75,131.75
valid,267,Contact_129_sslo_png_jpg.rf.da789eea96d6024848fa86c872748412.jpg,1,Crab-Pot,"[59,434,15,12]","[59,434,15,12]",unchanged,640,640,180,180.0
valid,268,Contact_385_sslo_png_jpg.rf.4348ede119e3663acc7ffba9909e71b4.jpg,0,Crab-Pot,"[304,305,30.5,26.5]","[304,305,30.5,26.5]",unchanged,640,640,808.25,808.25
valid,269,Contact_475_sslo_png_jpg.rf.5456dbe3a13795e7cf4104c5beec747a.jpg,0,Crab-Pot,"[300,306,26,25]","[300,306,26,25]",unchanged,640,640,650,650.0
valid,270,Contact_299_sslo_png_jpg.rf.4116b9b1215d11f8ac8055aeed06ae5d.jpg,0,Crab-Pot,"[418,138,36,18.5]","[418,138,36,18.5]",unchanged,640,640,666,666.0
valid,270,Contact_299_sslo_png_jpg.rf.4116b9b1215d11f8ac8055aeed06ae5d.jpg,1,Crab-Pot,"[301,314,37.5,18]","[301,314,37.5,18]",unchanged,640,640,675,675.0
valid,271,Contact_210_sslo_png_jpg.rf.297c4360288eea2cfa0007ddc18cece8.jpg,0,Crab-Pot,"[315,314,24,18.5]","[315,314,24,18.5]",unchanged,640,640,444,444.0
valid,272,Contact_188_sslo_png_jpg.rf.3e37fcfd5bf60413ca78f0fa8de6c0ba.jpg,0,Crab-Pot,"[383,223,30,18]","[383,223,30,18]",unchanged,640,640,540,540.0
valid,272,Contact_188_sslo_png_jpg.rf.3e37fcfd5bf60413ca78f0fa8de6c0ba.jpg,1,Crab-Pot,"[487,287,23,21.5]","[487,287,23,21.5]",unchanged,640,640,494.5,494.5
valid,272,Contact_188_sslo_png_jpg.rf.3e37fcfd5bf60413ca78f0fa8de6c0ba.jpg,2,Crab-Pot,"[433,314,29,13.5]","[433,314,29,13.5]",unchanged,640,640,391.5,391.5
valid,272,Contact_188_sslo_png_jpg.rf.3e37fcfd5bf60413ca78f0fa8de6c0ba.jpg,3,Crab-Pot,"[302,314,27.5,17.5]","[302,314,27.5,17.5]",unchanged,640,640,481.25,481.25
valid,272,Contact_188_sslo_png_jpg.rf.3e37fcfd5bf60413ca78f0fa8de6c0ba.jpg,4,Crab-Pot,"[124,452,19,19.5]","[124,452,19,19.5]",unchanged,640,640,370.5,370.5
valid,272,Contact_188_sslo_png_jpg.rf.3e37fcfd5bf60413ca78f0fa8de6c0ba.jpg,5,Crab-Pot,"[145,436,27.5,24]","[145,436,27.5,24]",unchanged,640,640,660,660.0
valid,272,Contact_188_sslo_png_jpg.rf.3e37fcfd5bf60413ca78f0fa8de6c0ba.jpg,6,Crab-Pot,"[131,378,22,23]","[131,378,22,23]",unchanged,640,640,506,506.0
valid,272,Contact_188_sslo_png_jpg.rf.3e37fcfd5bf60413ca78f0fa8de6c0ba.jpg,7,Crab-Pot,"[84,230,18.5,19]","[84,230,18.5,19]",unchanged,640,640,351.5,351.5
valid,273,Contact_209_sslo_png_jpg.rf.d0e86f2d1e1eae0c2d4d6d5b691e2db8.jpg,0,Crab-Pot,"[219,555,25,27.5]","[219,555,25,27.5]",unchanged,640,640,687.5,687.5
valid,275,Contact_318_sslo_png_jpg.rf.5a2ccd282a3a9525327cc1a61b85daea.jpg,0,Crab-Pot,"[8,504,42.5,37.5]","[8,504,42.5,37.5]",unchanged,640,640,1593.75,1593.75
valid,275,Contact_318_sslo_png_jpg.rf.5a2ccd282a3a9525327cc1a61b85daea.jpg,1,Crab-Pot,"[114,369,23.5,19.5]","[114,369,23.5,19.5]",unchanged,640,640,458.25,458.25
valid,275,Contact_318_sslo_png_jpg.rf.5a2ccd282a3a9525327cc1a61b85daea.jpg,2,Crab-Pot,"[254,174,27,18.5]","[254,174,27,18.5]",unchanged,640,640,499.5,499.5
valid,275,Contact_318_sslo_png_jpg.rf.5a2ccd282a3a9525327cc1a61b85daea.jpg,3,Crab-Pot,"[310,316,20.5,15]","[310,316,20.5,15]",unchanged,640,640,307.5,307.5
valid,275,Contact_318_sslo_png_jpg.rf.5a2ccd282a3a9525327cc1a61b85daea.jpg,4,Crab-Pot,"[344,339,29,18.5]","[344,339,29,18.5]",unchanged,640,640,536.5,536.5
valid,275,Contact_318_sslo_png_jpg.rf.5a2ccd282a3a9525327cc1a61b85daea.jpg,5,Crab-Pot,"[69,218,24,28]","[69,218,24,28]",unchanged,640,640,672,672.0
valid,276,Contact_121_sslo_png_jpg.rf.04eb9993440bcab5e32fe871f324ac47.jpg,0,Crab-Pot,"[143,96,25,17.5]","[143,96,25,17.5]",unchanged,640,640,437.5,437.5
valid,277,Contact_167_sslo_png_jpg.rf.e13cc3be818c5a015e73a62aeda1f11f.jpg,0,Crab-Pot,"[226,99,19,14]","[226,99,19,14]",unchanged,640,640,266,266.0
valid,277,Contact_167_sslo_png_jpg.rf.e13cc3be818c5a015e73a62aeda1f11f.jpg,1,Crab-Pot,"[473,82,10.5,10]","[473,82,10.5,10]",unchanged,640,640,105,105.0
valid,277,Contact_167_sslo_png_jpg.rf.e13cc3be818c5a015e73a62aeda1f11f.jpg,2,Crab-Pot,"[312,315,14,7]","[312,315,14,7]",unchanged,640,640,98,98.0
valid,277,Contact_167_sslo_png_jpg.rf.e13cc3be818c5a015e73a62aeda1f11f.jpg,3,Crab-Pot,"[351,211,17,6.5]","[351,211,17,6.5]",unchanged,640,640,110.5,110.5
valid,277,Contact_167_sslo_png_jpg.rf.e13cc3be818c5a015e73a62aeda1f11f.jpg,4,Crab-Pot,"[289,11,15,8]","[289,11,15,8]",unchanged,640,640,120,120.0
valid,278,Contact_264_sslo_png_jpg.rf.48c513b6062585cd738d7b06c5bec4b2.jpg,0,Crab-Pot,"[305,305,33.5,26]","[305,305,33.5,26]",unchanged,640,640,871,871.0
valid,280,Contact_214_sslo_png_jpg.rf.cb847326e3a847481d76b4958c358e27.jpg,0,Crab-Pot,"[29,365,21,17]","[29,365,21,17]",unchanged,640,640,357,357.0
valid,280,Contact_214_sslo_png_jpg.rf.cb847326e3a847481d76b4958c358e27.jpg,1,Crab-Pot,"[430,64,20,31.5]","[430,64,20,31.5]",unchanged,640,640,630,630.0
valid,281,Contact_508_sslo_png_jpg.rf.550b7f019d4e9245ab1eda542e62c96b.jpg,0,Crab-Pot,"[259,543,28.5,24.5]","[259,543,28.5,24.5]",unchanged,640,640,698.25,698.25
valid,282,Contact_161_sslo_png_jpg.rf.91f63a339b983124c7f7d54390a71463.jpg,0,Crab-Pot,"[459,435,18.5,9.5]","[459,435,18.5,9.5]",unchanged,640,640,175.75,175.75
valid,282,Contact_161_sslo_png_jpg.rf.91f63a339b983124c7f7d54390a71463.jpg,1,Crab-Pot,"[315,313,15,11]","[315,313,15,11]",unchanged,640,640,165,165.0
valid,282,Contact_161_sslo_png_jpg.rf.91f63a339b983124c7f7d54390a71463.jpg,2,Crab-Pot,"[107,142,11,9.5]","[107,142,11,9.5]",unchanged,640,640,104.5,104.5
valid,282,Contact_161_sslo_png_jpg.rf.91f63a339b983124c7f7d54390a71463.jpg,3,Crab-Pot,"[123,47,14.5,9.5]","[123,47,14.5,9.5]",unchanged,640,640,137.75,137.75
valid,282,Contact_161_sslo_png_jpg.rf.91f63a339b983124c7f7d54390a71463.jpg,4,Crab-Pot,"[104,0,14.5,7.5]","[104,0,14.5,7.5]",unchanged,640,640,108.75,108.75
valid,283,Contact_46_sslo_png_jpg.rf.e3c54c2c896af9747ed8b31f4817a664.jpg,0,Crab-Pot,"[300,31,16,12]","[300,31,16,12]",unchanged,640,640,192,192.0
valid,283,Contact_46_sslo_png_jpg.rf.e3c54c2c896af9747ed8b31f4817a664.jpg,1,Crab-Pot,"[195,562,22,23]","[195,562,22,23]",unchanged,640,640,506,506.0
valid,283,Contact_46_sslo_png_jpg.rf.e3c54c2c896af9747ed8b31f4817a664.jpg,2,Crab-Pot,"[471,55,15.5,8.5]","[471,55,15.5,8.5]",unchanged,640,640,131.75,131.75
valid,283,Contact_46_sslo_png_jpg.rf.e3c54c2c896af9747ed8b31f4817a664.jpg,3,Crab-Pot,"[410,86,18,7.5]","[410,86,18,7.5]",unchanged,640,640,135,135.0
valid,284,Contact_122_sslo_png_jpg.rf.79583dd16b420e8033ceb62c1a02a61c.jpg,0,Crab-Pot,"[315,453,9.5,10.5]","[315,453,9.5,10.5]",unchanged,640,640,99.75,99.75
valid,284,Contact_122_sslo_png_jpg.rf.79583dd16b420e8033ceb62c1a02a61c.jpg,1,Crab-Pot,"[318,465,17,9.5]","[318,465,17,9.5]",unchanged,640,640,161.5,161.5
valid,284,Contact_122_sslo_png_jpg.rf.79583dd16b420e8033ceb62c1a02a61c.jpg,2,Crab-Pot,"[475,520,24.5,23]","[475,520,24.5,23]",unchanged,640,640,563.5,563.5
valid,284,Contact_122_sslo_png_jpg.rf.79583dd16b420e8033ceb62c1a02a61c.jpg,3,Crab-Pot,"[314,314,14,8.5]","[314,314,14,8.5]",unchanged,640,640,119,119.0
valid,285,Contact_541_sslo_png_jpg.rf.b83d05a8ea685ba29777a5d06c8e1211.jpg,0,Crab-Pot,"[456,396,31.5,24]","[456,396,31.5,24]",unchanged,640,640,756,756.0
valid,285,Contact_541_sslo_png_jpg.rf.b83d05a8ea685ba29777a5d06c8e1211.jpg,1,Crab-Pot,"[278,329,31,25]","[278,329,31,25]",unchanged,640,640,775,775.0
valid,285,Contact_541_sslo_png_jpg.rf.b83d05a8ea685ba29777a5d06c8e1211.jpg,2,Crab-Pot,"[308,307,25.5,25]","[308,307,25.5,25]",unchanged,640,640,637.5,637.5
valid,286,Contact_73_sslo_png_jpg.rf.52aeba7cb05bd7d43decced67c388f52.jpg,0,Crab-Pot,"[205,389,17,10]","[205,389,17,10]",unchanged,640,640,170,170.0
valid,286,Contact_73_sslo_png_jpg.rf.52aeba7cb05bd7d43decced67c388f52.jpg,1,Crab-Pot,"[312,316,14.5,11.5]","[312,316,14.5,11.5]",unchanged,640,640,166.75,166.75
valid,286,Contact_73_sslo_png_jpg.rf.52aeba7cb05bd7d43decced67c388f52.jpg,2,Crab-Pot,"[297,109,14.5,11.5]","[297,109,14.5,11.5]",unchanged,640,640,166.75,166.75
valid,287,Contact_27_sslo_png_jpg.rf.3e89693a66fcd4c5d95b63eabf1415c2.jpg,0,Crab-Pot,"[218,449,13,11]","[218,449,13,11]",unchanged,640,640,143,143.0
valid,287,Contact_27_sslo_png_jpg.rf.3e89693a66fcd4c5d95b63eabf1415c2.jpg,1,Crab-Pot,"[108,511,13,9]","[108,511,13,9]",unchanged,640,640,117,117.0
valid,287,Contact_27_sslo_png_jpg.rf.3e89693a66fcd4c5d95b63eabf1415c2.jpg,2,Crab-Pot,"[264,435,13.5,14]","[264,435,13.5,14]",unchanged,640,640,189,189.0
valid,287,Contact_27_sslo_png_jpg.rf.3e89693a66fcd4c5d95b63eabf1415c2.jpg,3,Crab-Pot,"[45,463,11,9]","[45,463,11,9]",unchanged,640,640,99,99.0
valid,287,Contact_27_sslo_png_jpg.rf.3e89693a66fcd4c5d95b63eabf1415c2.jpg,4,Crab-Pot,"[82,341,14,7]","[82,341,14,7]",unchanged,640,640,98,98.0
valid,287,Contact_27_sslo_png_jpg.rf.3e89693a66fcd4c5d95b63eabf1415c2.jpg,5,Crab-Pot,"[309,314,13.5,14.5]","[309,314,13.5,14.5]",unchanged,640,640,195.75,195.75
valid,287,Contact_27_sslo_png_jpg.rf.3e89693a66fcd4c5d95b63eabf1415c2.jpg,6,Crab-Pot,"[229,242,14.5,12]","[229,242,14.5,12]",unchanged,640,640,174,174.0
valid,287,Contact_27_sslo_png_jpg.rf.3e89693a66fcd4c5d95b63eabf1415c2.jpg,7,Crab-Pot,"[281,198,15.5,8.5]","[281,198,15.5,8.5]",unchanged,640,640,131.75,131.75
valid,288,Contact_335_sslo_png_jpg.rf.f41eb4638d862ae221dfd6281bb64136.jpg,0,Crab-Pot,"[224,326,21,17]","[224,326,21,17]",unchanged,640,640,357,357.0
valid,288,Contact_335_sslo_png_jpg.rf.f41eb4638d862ae221dfd6281bb64136.jpg,1,Crab-Pot,"[261,352,21.5,20.5]","[261,352,21.5,20.5]",unchanged,640,640,440.75,440.75
valid,288,Contact_335_sslo_png_jpg.rf.f41eb4638d862ae221dfd6281bb64136.jpg,2,Crab-Pot,"[301,141,20.5,27]","[301,141,20.5,27]",unchanged,640,640,553.5,553.5
valid,288,Contact_335_sslo_png_jpg.rf.f41eb4638d862ae221dfd6281bb64136.jpg,3,Crab-Pot,"[325,36,25,26]","[325,36,25,26]",unchanged,640,640,650,650.0
